previous_marks,attendance,study_hours,assignment_completion,internal_marks,failed_subjects,cgpa,risk_level
46.49,38.23,1.77,42.98,11.12,1,4.99,High Risk
98.21,87.92,6.81,85.07,27.64,0,9.24,Low Risk
70.02,78.05,4.04,63.63,16.54,0,6.23,Medium Risk
46.1,65.67,1.29,29.37,14.02,2,4.53,High Risk
58.64,73.72,0.5,67.45,18.85,1,5.9,High Risk
81.61,84.48,7.91,93.37,29.76,0,9.48,Low Risk
78.89,88.48,6.16,84.33,21.61,0,9.44,Low Risk
95.68,89.87,4.97,94.83,25.99,0,7.58,Low Risk
89.43,86.16,7.05,89.03,28.2,0,8.56,Low Risk
74.8,96.77,8.02,100.0,21.51,1,9.99,Medium Risk
58.43,71.53,6.64,65.25,15.62,0,6.92,Medium Risk
54.4,57.1,2.8,46.94,12.5,1,5.78,High Risk
68.68,69.9,3.99,72.31,18.31,0,7.37,Medium Risk
35.0,53.16,2.73,35.04,13.3,3,4.85,High Risk
69.01,68.28,2.73,84.45,22.67,0,5.98,Medium Risk
82.65,70.13,7.01,95.51,25.54,0,8.19,Low Risk
57.88,46.04,2.96,59.03,10.96,3,5.47,High Risk
60.95,75.63,3.93,78.05,16.7,1,6.23,Medium Risk
61.41,64.31,3.59,70.87,14.16,1,6.52,High Risk
89.59,85.87,5.68,100.0,21.18,0,8.67,Low Risk
76.99,100.0,7.56,89.58,25.74,0,8.81,Low Risk
53.18,70.62,5.05,66.8,12.84,0,6.09,Medium Risk
50.59,66.07,3.62,76.96,16.38,0,6.46,Medium Risk
80.81,89.47,8.23,96.55,30.0,0,9.15,Low Risk
90.15,73.09,7.82,96.57,30.0,0,8.58,Low Risk
84.63,91.07,9.08,83.27,25.76,0,8.2,Low Risk
63.93,79.84,4.51,71.03,19.01,1,7.03,Medium Risk
82.64,84.5,9.96,90.35,25.94,0,8.28,Low Risk
66.44,74.35,2.77,64.68,22.74,1,7.29,Medium Risk
86.21,90.94,7.51,77.86,30.0,0,9.62,Low Risk
90.64,81.42,7.21,89.62,19.99,0,8.04,Low Risk
64.96,87.43,5.66,73.63,20.37,0,6.31,Low Risk
64.43,72.39,2.0,71.73,19.28,2,6.37,High Risk
44.7,49.56,1.19,39.27,13.52,3,5.1,High Risk
77.81,100.0,5.63,75.99,30.0,0,8.75,Low Risk
89.18,88.43,7.69,74.92,29.84,0,8.38,Low Risk
44.72,61.01,3.52,50.79,11.71,1,4.12,High Risk
41.51,48.09,0.59,44.3,15.83,3,5.37,High Risk
80.43,89.31,7.79,100.0,22.92,0,8.86,Low Risk
59.66,69.89,6.53,64.57,15.42,0,7.39,Medium Risk
65.81,75.99,6.45,67.18,22.09,1,7.57,Medium Risk
71.84,63.92,4.6,81.82,18.95,0,5.88,Medium Risk
41.39,45.28,0.7,45.39,16.2,1,5.1,High Risk
62.42,61.49,6.2,78.78,20.11,0,7.47,Medium Risk
70.29,79.75,7.44,52.55,19.38,0,7.03,Medium Risk
92.38,81.46,8.35,98.49,27.91,0,7.49,Low Risk
87.91,85.18,6.82,100.0,27.1,0,9.11,Low Risk
78.87,91.61,8.15,99.2,28.26,0,8.94,Low Risk
71.25,60.8,4.23,65.83,15.8,0,6.1,Medium Risk
76.65,70.79,2.27,82.38,15.59,1,6.84,Medium Risk
44.37,49.34,5.47,38.67,15.23,6,5.93,High Risk
43.7,56.3,2.7,55.94,10.84,3,4.85,High Risk
65.97,83.14,5.77,75.25,17.69,1,6.96,Medium Risk
69.48,83.12,8.31,100.0,25.45,0,7.53,Low Risk
100.0,91.66,7.92,93.04,25.83,0,7.75,Low Risk
78.86,83.71,10.05,82.03,21.02,0,9.41,Low Risk
48.39,56.18,3.63,39.82,12.55,2,4.79,High Risk
91.6,91.84,7.41,100.0,26.67,0,8.45,Low Risk
84.14,69.3,3.05,69.3,17.63,3,6.34,High Risk
58.03,73.25,3.32,81.81,21.81,1,7.26,Medium Risk
54.64,62.1,0.5,26.83,15.6,3,4.66,High Risk
75.7,63.01,5.35,79.02,20.2,0,6.96,Medium Risk
76.34,50.31,6.01,63.37,17.7,0,7.48,Medium Risk
55.77,69.08,6.55,65.67,22.6,1,6.61,Medium Risk
48.97,54.56,0.57,41.41,13.23,3,4.94,High Risk
84.59,83.32,7.16,100.0,24.97,0,8.07,Low Risk
90.74,81.72,6.95,65.84,24.88,0,8.43,Low Risk
86.98,100.0,8.08,91.52,29.67,0,8.67,Low Risk
67.6,69.68,4.92,60.94,19.5,0,7.17,Medium Risk
81.99,93.74,9.2,82.44,22.41,0,9.23,Low Risk
71.04,88.38,3.9,68.02,15.98,0,6.49,Medium Risk
47.43,51.71,1.46,44.2,12.03,1,5.64,High Risk
66.87,64.42,7.38,62.47,18.2,0,6.03,Medium Risk
79.57,98.78,7.12,85.22,27.15,0,9.21,Low Risk
70.63,83.57,5.41,84.47,21.71,0,6.68,Low Risk
67.21,71.95,7.26,75.15,20.79,0,6.56,Low Risk
47.8,54.46,2.62,41.13,11.54,6,5.33,High Risk
58.78,56.39,2.95,53.44,16.31,3,6.23,High Risk
56.03,70.69,3.9,43.27,11.2,3,5.49,High Risk
59.2,78.75,2.89,65.89,22.85,0,6.92,Medium Risk
40.9,47.6,3.54,28.55,17.85,1,5.01,High Risk
67.74,65.62,4.65,64.27,20.04,0,7.29,Medium Risk
82.49,78.69,8.88,90.85,30.0,0,7.96,Low Risk
71.35,92.24,3.76,67.67,18.26,1,5.73,Medium Risk
82.56,85.5,9.56,72.09,30.0,0,8.39,Low Risk
46.47,54.29,1.43,37.77,10.54,3,5.43,High Risk
63.82,77.2,5.81,76.78,18.0,1,6.73,Medium Risk
35.0,58.69,0.5,42.26,14.72,4,5.5,High Risk
78.49,95.07,10.88,100.0,25.03,0,9.49,Low Risk
91.32,84.49,7.99,87.23,27.54,0,8.01,Low Risk
45.62,44.16,2.93,48.75,11.84,3,5.56,High Risk
91.35,97.74,5.14,83.09,28.82,0,8.61,Low Risk
90.74,100.0,9.24,86.78,22.53,0,9.21,Low Risk
81.69,64.18,4.62,83.19,16.62,0,6.2,Medium Risk
79.02,99.87,7.79,85.32,22.04,0,8.53,Low Risk
68.61,72.29,6.41,65.37,19.43,0,6.55,Medium Risk
58.08,67.58,5.24,68.16,17.84,0,6.63,Medium Risk
74.09,67.72,3.97,68.54,20.32,1,7.75,Medium Risk
81.88,88.16,9.05,86.93,27.25,0,7.75,Low Risk
96.9,94.67,9.47,100.0,28.23,0,8.42,Low Risk
87.62,78.88,6.97,92.26,28.09,0,8.68,Low Risk
97.39,71.8,8.16,100.0,21.26,0,8.56,Low Risk
54.62,59.72,3.27,47.76,6.6,1,4.0,High Risk
75.75,91.44,7.43,95.37,23.73,0,9.25,Low Risk
100.0,95.44,6.21,96.81,23.82,0,7.96,Low Risk
56.45,44.29,4.15,53.08,12.51,2,5.13,High Risk
77.74,84.52,6.36,76.06,27.41,0,9.1,Low Risk
87.58,79.38,8.06,92.43,27.0,0,8.38,Low Risk
60.53,57.41,5.12,66.21,22.82,0,7.11,Medium Risk
45.41,58.06,4.06,54.26,12.62,2,5.26,High Risk
53.43,66.86,3.5,79.76,18.92,1,6.42,Medium Risk
72.78,80.24,9.48,94.68,22.75,0,7.75,Low Risk
85.02,77.98,6.48,99.57,24.04,0,8.48,Low Risk
35.0,51.69,1.7,53.32,14.7,1,4.81,High Risk
87.26,84.98,8.33,96.0,23.52,0,8.97,Low Risk
82.46,90.81,9.59,82.0,25.85,0,8.28,Low Risk
84.66,86.56,6.41,100.0,29.12,0,8.85,Low Risk
79.81,88.13,8.31,97.94,22.78,0,8.77,Low Risk
36.91,46.39,1.99,25.55,16.69,3,5.98,High Risk
73.55,80.14,2.27,60.2,26.68,0,6.39,Medium Risk
74.51,85.24,4.02,96.88,30.0,0,7.37,Low Risk
84.8,89.05,8.38,100.0,24.22,0,8.65,Low Risk
50.33,56.56,3.19,26.54,13.93,4,5.72,High Risk
91.64,88.11,5.95,84.27,29.38,0,8.12,Low Risk
55.5,62.93,5.07,69.42,17.63,1,7.38,Medium Risk
37.45,53.69,0.5,34.84,20.18,1,5.66,High Risk
76.88,82.72,6.28,91.31,27.02,0,8.35,Low Risk
57.08,59.11,2.91,48.74,12.6,2,4.45,High Risk
77.83,84.68,9.91,94.05,27.91,0,8.88,Low Risk
64.46,64.08,2.59,62.96,21.56,0,6.81,Medium Risk
78.49,90.92,7.41,86.93,24.77,0,7.92,Low Risk
87.63,83.39,6.03,92.53,27.34,0,7.01,Low Risk
91.1,98.7,8.64,92.54,27.16,0,8.9,Low Risk
68.22,62.15,6.18,70.97,16.28,2,6.66,High Risk
79.97,68.04,2.92,91.97,20.31,2,6.42,High Risk
85.25,100.0,9.04,93.58,21.99,0,9.52,Low Risk
78.8,84.66,7.63,92.12,27.44,0,8.82,Low Risk
59.85,57.37,3.14,52.5,14.76,1,4.41,High Risk
66.42,74.59,4.72,63.53,20.9,0,6.64,Medium Risk
49.52,46.15,1.9,44.95,10.14,2,5.81,High Risk
71.0,88.66,3.74,94.68,26.42,0,7.45,Low Risk
100.0,92.18,8.09,93.1,24.45,0,8.12,Low Risk
67.27,76.46,3.82,55.28,14.34,0,5.71,Medium Risk
68.83,67.84,3.33,71.37,14.35,0,6.4,Medium Risk
96.99,99.82,8.88,76.52,30.0,0,9.04,Low Risk
76.31,79.3,8.75,100.0,29.53,0,8.45,Low Risk
73.88,90.73,9.14,100.0,29.58,0,8.36,Low Risk
73.97,74.44,8.02,79.3,22.48,0,9.22,Low Risk
55.92,61.05,4.14,78.39,24.05,0,6.53,Medium Risk
84.83,74.22,10.56,94.5,25.93,0,8.08,Low Risk
84.81,87.9,5.8,76.13,22.92,0,8.18,Low Risk
73.64,81.47,7.34,74.05,22.1,0,8.49,Low Risk
95.19,100.0,6.93,96.59,24.55,0,7.57,Low Risk
82.5,91.0,8.98,100.0,30.0,0,7.86,Low Risk
66.89,96.12,7.28,100.0,30.0,0,6.8,Low Risk
66.74,70.11,2.96,76.33,18.77,0,7.19,Medium Risk
66.0,77.24,3.94,69.27,20.54,0,5.82,Medium Risk
53.27,60.14,2.94,46.81,7.97,1,5.29,High Risk
76.15,91.62,5.39,92.96,25.04,0,8.52,Low Risk
72.48,78.63,4.75,59.94,18.88,0,7.77,Medium Risk
37.4,54.05,5.16,26.45,10.6,0,4.23,High Risk
54.45,61.76,2.9,51.12,16.17,3,5.61,High Risk
75.68,93.36,10.42,75.61,24.21,0,8.37,Low Risk
58.38,80.33,5.28,57.26,14.89,1,8.39,Medium Risk
73.92,89.61,6.58,88.62,25.05,0,8.51,Low Risk
77.67,94.7,7.55,79.71,28.1,0,8.67,Low Risk
72.51,62.57,4.21,75.46,17.82,1,6.61,Medium Risk
86.6,83.7,6.83,98.79,22.65,0,9.36,Low Risk
80.89,73.95,7.04,97.7,23.91,0,8.28,Low Risk
49.15,70.88,0.86,58.28,8.66,1,6.21,High Risk
86.32,73.13,7.57,99.01,22.67,0,7.71,Low Risk
74.23,90.46,5.94,73.92,19.5,1,6.83,Medium Risk
58.93,74.9,3.53,64.89,20.91,2,6.38,High Risk
91.31,90.57,6.3,100.0,25.19,0,8.36,Low Risk
69.62,72.94,2.36,74.94,17.02,0,7.25,Medium Risk
59.7,67.92,2.7,46.11,15.11,1,6.99,High Risk
72.12,70.04,6.26,61.67,24.3,0,7.07,Medium Risk
83.14,82.45,5.95,87.02,22.41,0,8.18,Low Risk
90.16,80.09,9.4,95.82,28.82,0,8.05,Low Risk
98.5,82.41,8.04,95.54,28.04,0,8.67,Low Risk
73.24,85.66,7.82,92.82,30.0,0,8.7,Low Risk
90.17,87.75,7.57,75.45,16.64,0,9.13,Low Risk
63.17,72.18,5.12,69.87,18.41,0,6.26,Medium Risk
91.73,96.73,7.62,87.61,27.21,0,8.81,Low Risk
50.83,57.22,0.5,23.01,9.95,2,5.32,High Risk
37.75,55.58,0.88,50.97,20.81,3,4.72,High Risk
41.34,52.18,0.5,34.78,14.22,2,5.26,High Risk
49.33,49.99,3.85,63.63,15.56,2,5.51,High Risk
63.32,89.96,4.73,63.26,21.61,0,6.81,Low Risk
62.8,72.02,3.51,63.8,20.4,2,6.6,High Risk
86.02,87.88,6.94,100.0,22.95,0,8.98,Low Risk
51.31,53.85,2.46,54.01,15.38,5,5.36,High Risk
47.5,50.46,0.72,46.4,13.92,0,5.21,High Risk
73.4,74.79,4.69,71.29,13.82,0,7.38,Medium Risk
52.91,82.37,5.0,64.63,15.68,0,6.24,Medium Risk
73.69,80.14,1.07,59.24,19.82,0,7.02,Medium Risk
64.48,79.79,5.46,63.76,17.69,0,6.7,Medium Risk
62.61,59.27,2.63,55.52,12.26,3,4.97,High Risk
90.82,84.01,5.66,100.0,26.04,0,8.98,Low Risk
84.8,80.18,5.01,72.7,27.6,0,7.9,Low Risk
80.33,68.81,7.04,78.28,28.39,0,8.67,Low Risk
82.21,91.38,8.57,96.26,25.78,1,7.86,Medium Risk
57.6,81.89,3.5,74.33,16.04,1,6.68,Medium Risk
84.27,85.09,7.67,90.39,27.19,0,7.69,Low Risk
43.86,48.62,0.5,35.97,8.55,4,4.68,High Risk
100.0,89.28,6.29,84.44,24.2,0,9.02,Low Risk
92.98,86.95,8.05,86.39,27.02,0,8.85,Low Risk
84.71,96.65,7.8,86.44,25.05,0,9.08,Low Risk
84.9,74.97,8.78,88.21,22.61,0,9.3,Low Risk
80.46,96.44,6.99,86.9,22.64,0,8.42,Low Risk
74.96,81.84,7.7,97.24,28.66,0,7.69,Low Risk
85.32,91.73,5.43,87.65,28.53,0,8.92,Low Risk
78.11,71.89,5.82,77.28,18.42,1,6.03,Medium Risk
92.42,77.48,6.0,88.54,26.75,0,8.89,Low Risk
84.78,87.09,8.39,84.64,30.0,0,8.69,Low Risk
35.15,55.89,2.76,34.53,17.22,2,6.05,High Risk
97.32,94.88,9.02,75.43,22.16,0,8.65,Low Risk
76.63,77.85,5.99,93.87,26.21,0,8.45,Low Risk
56.55,79.15,2.62,61.81,21.28,0,6.16,Medium Risk
86.9,89.4,9.55,100.0,27.61,0,7.4,Low Risk
90.63,87.86,6.11,100.0,24.73,0,8.35,Low Risk
35.0,65.11,1.79,55.55,12.72,1,4.66,High Risk
60.17,61.89,8.27,65.59,27.96,1,7.09,Medium Risk
78.51,75.58,6.57,92.96,24.96,0,8.04,Low Risk
73.02,79.1,3.16,74.91,13.7,0,6.26,Medium Risk
54.54,76.32,4.48,75.05,18.4,0,6.44,Medium Risk
51.47,49.68,0.5,32.0,13.06,0,4.87,High Risk
86.69,95.05,7.16,84.58,23.84,0,7.92,Low Risk
87.04,89.07,10.22,91.26,23.51,0,8.32,Low Risk
92.01,88.76,7.9,90.86,28.9,0,8.31,Low Risk
55.33,68.35,4.82,59.98,20.3,0,5.69,Medium Risk
93.54,90.19,5.61,98.58,27.77,0,8.72,Low Risk
49.07,50.68,0.5,40.23,12.67,4,5.44,High Risk
88.95,88.03,9.96,95.43,26.93,0,9.03,Low Risk
66.75,62.8,3.49,62.48,15.71,0,6.54,Medium Risk
58.83,72.48,6.35,61.93,9.91,0,7.18,Medium Risk
64.14,60.21,6.61,68.73,19.91,0,6.16,Medium Risk
96.41,82.76,7.67,100.0,26.2,0,8.7,Low Risk
62.0,77.46,6.55,62.91,20.97,0,6.83,Medium Risk
90.59,76.42,7.61,80.39,22.11,0,7.89,Low Risk
81.72,82.05,6.75,87.96,29.5,0,8.2,Low Risk
82.65,83.65,6.79,74.19,28.24,0,8.03,Low Risk
61.0,78.32,5.01,67.89,18.41,0,7.4,Medium Risk
77.71,100.0,5.43,94.73,28.16,0,9.14,Low Risk
54.28,80.36,3.72,71.3,13.5,0,6.84,Medium Risk
56.6,68.35,5.47,69.07,17.53,1,7.06,Medium Risk
73.95,83.84,7.75,95.41,28.09,0,8.5,Low Risk
71.24,67.79,4.11,62.14,16.24,0,6.84,Medium Risk
78.98,100.0,10.22,98.37,24.31,0,8.48,Low Risk
82.79,74.34,8.38,94.53,24.13,0,9.78,Low Risk
79.86,100.0,7.84,91.85,29.57,0,8.48,Low Risk
93.49,91.76,8.58,100.0,23.73,0,7.87,Low Risk
78.54,87.97,7.43,100.0,28.31,0,8.32,Low Risk
86.57,91.65,7.75,83.04,25.46,0,8.07,Low Risk
81.8,83.97,4.05,78.36,30.0,0,8.18,Low Risk
46.4,58.83,3.03,24.54,13.31,2,5.65,High Risk
58.37,64.13,5.09,66.57,18.38,1,6.03,Medium Risk
76.68,92.41,7.62,100.0,25.08,0,7.91,Low Risk
88.56,91.2,8.17,97.78,29.99,0,8.71,Low Risk
77.82,81.81,6.19,98.52,27.35,0,9.64,Low Risk
94.7,84.62,9.01,79.31,29.26,0,8.44,Low Risk
80.16,94.76,7.69,95.3,24.42,0,7.41,Low Risk
86.97,86.58,6.59,92.78,25.53,0,8.85,Low Risk
42.32,53.23,2.98,52.55,6.38,4,5.47,High Risk
63.76,69.85,4.45,51.54,21.84,1,7.14,Medium Risk
100.0,86.89,10.96,90.37,25.68,0,9.11,Low Risk
61.37,53.75,5.31,50.85,10.06,2,4.32,High Risk
52.46,69.25,1.96,60.99,16.23,1,5.77,High Risk
82.62,88.88,7.52,82.13,21.68,0,8.41,Low Risk
85.01,78.58,10.41,83.0,23.97,0,9.02,Low Risk
73.85,92.85,10.05,93.82,30.0,0,8.64,Low Risk
72.14,67.74,4.53,67.35,15.34,1,7.13,Medium Risk
90.27,100.0,5.6,92.87,22.95,0,8.79,Low Risk
68.96,77.78,1.78,69.45,21.91,1,7.29,Medium Risk
67.37,69.38,5.64,81.4,26.61,0,9.33,Low Risk
39.14,49.61,3.8,40.1,13.41,0,5.26,High Risk
89.73,91.77,11.09,100.0,23.94,0,8.94,Low Risk
66.64,76.65,4.81,82.73,16.38,0,7.85,Low Risk
73.76,92.24,10.13,73.26,30.0,0,7.57,Low Risk
74.96,88.65,11.12,100.0,27.81,0,8.43,Low Risk
79.26,84.59,6.2,92.44,23.51,0,8.11,Low Risk
38.11,65.97,2.59,60.81,15.32,2,4.92,High Risk
61.79,80.14,5.26,78.35,19.63,1,6.74,Medium Risk
71.48,78.38,5.55,61.74,20.92,0,6.82,Medium Risk
49.88,58.94,2.08,59.03,14.99,1,4.95,High Risk
39.05,62.66,3.23,60.13,12.99,1,5.63,High Risk
54.87,61.07,2.07,42.5,13.11,1,5.02,High Risk
79.89,84.45,5.7,100.0,26.04,0,8.67,Low Risk
65.46,72.06,3.8,76.16,17.74,0,7.52,Medium Risk
88.42,79.37,8.44,85.73,27.75,0,9.01,Low Risk
84.98,81.33,9.94,94.91,25.24,0,8.21,Low Risk
63.38,74.03,4.39,74.49,16.82,0,6.85,Medium Risk
93.81,86.82,9.24,100.0,20.8,0,8.81,Low Risk
63.23,57.67,2.2,55.13,21.9,2,7.69,High Risk
79.86,95.46,9.61,100.0,24.91,0,8.55,Low Risk
43.81,48.89,0.5,37.93,18.85,2,4.81,High Risk
93.17,85.83,3.24,91.85,25.68,0,8.53,Low Risk
89.79,78.78,8.5,81.09,28.5,0,9.12,Low Risk
52.67,71.4,4.34,78.85,18.3,0,6.9,Medium Risk
40.36,63.21,1.51,56.89,8.16,3,4.19,High Risk
98.79,92.87,9.19,89.58,22.68,0,8.36,Low Risk
80.68,90.5,7.62,83.96,25.0,0,7.43,Low Risk
64.1,70.24,2.94,73.13,22.15,0,7.0,Medium Risk
60.61,64.54,2.03,56.91,11.34,2,4.27,High Risk
82.51,80.18,7.96,91.49,29.66,0,7.32,Low Risk
80.86,92.23,5.97,82.75,24.88,0,8.9,Low Risk
36.35,65.19,1.06,49.31,10.44,0,4.64,High Risk
73.55,67.8,3.89,62.91,19.68,2,6.96,High Risk
89.18,87.03,9.78,89.89,25.3,0,8.8,Low Risk
76.73,69.63,2.09,56.21,19.81,0,6.15,Medium Risk
68.88,68.44,2.93,72.75,16.81,0,6.72,Medium Risk
50.88,81.08,3.59,62.13,14.47,2,6.93,High Risk
80.16,68.84,3.81,57.65,18.08,0,8.3,Medium Risk
90.97,100.0,7.01,100.0,24.78,0,8.67,Low Risk
66.09,74.95,4.54,82.85,20.43,0,7.58,Low Risk
72.28,87.59,9.47,91.94,26.53,0,7.63,Low Risk
51.52,60.07,1.93,45.16,9.75,3,5.19,High Risk
72.01,83.71,3.1,87.82,20.93,0,6.88,Low Risk
94.33,93.07,11.38,81.2,28.1,0,7.7,Low Risk
46.55,55.32,1.63,55.5,11.53,2,5.63,High Risk
57.19,73.5,4.44,66.19,16.7,0,6.73,Medium Risk
72.11,82.94,6.8,74.86,17.71,0,6.09,Medium Risk
65.15,75.35,6.17,71.96,21.13,1,8.55,Medium Risk
82.59,82.77,5.18,87.58,25.15,0,8.38,Low Risk
55.82,65.21,3.91,41.9,11.09,1,5.88,High Risk
75.64,72.32,3.98,52.95,29.63,3,6.9,High Risk
76.13,70.69,3.88,70.29,19.06,0,7.11,Medium Risk
84.15,86.71,8.02,87.14,23.67,0,8.6,Low Risk
98.98,79.76,8.97,92.34,25.18,0,8.58,Low Risk
59.79,82.18,4.3,56.32,16.98,1,6.94,Medium Risk
83.56,83.3,6.12,92.07,21.56,0,9.33,Low Risk
74.53,75.69,4.44,89.58,28.15,0,9.14,Low Risk
86.51,90.04,8.5,98.05,30.0,0,7.44,Low Risk
66.74,77.93,2.13,79.33,18.61,0,6.52,Medium Risk
86.59,75.62,7.28,87.81,21.22,0,8.58,Low Risk
94.54,84.25,7.8,100.0,23.93,0,9.13,Low Risk
55.58,68.75,4.9,86.05,18.26,0,6.93,Medium Risk
76.03,85.14,8.48,99.73,25.3,0,7.96,Low Risk
63.15,64.05,5.42,76.52,21.7,0,7.28,Medium Risk
57.0,63.16,3.43,65.28,26.22,1,6.46,Medium Risk
54.98,56.29,1.75,69.12,11.19,3,5.96,High Risk
61.02,72.65,2.77,73.27,15.48,1,7.11,Medium Risk
49.72,53.44,1.86,56.14,12.23,3,5.98,High Risk
72.07,67.46,2.15,60.27,20.01,0,6.96,Medium Risk
90.68,81.71,7.94,82.66,25.77,0,9.21,Low Risk
82.19,75.65,7.37,100.0,23.92,0,8.9,Low Risk
79.51,84.29,8.22,68.38,30.0,0,7.19,Low Risk
91.22,94.29,7.82,98.61,24.05,0,8.76,Low Risk
78.28,80.83,7.73,97.3,28.19,0,8.13,Low Risk
80.32,98.04,7.4,89.01,27.47,0,7.93,Low Risk
52.16,75.92,2.81,60.23,18.07,0,6.5,Medium Risk
60.87,62.11,5.13,82.53,19.33,0,6.51,Medium Risk
57.89,57.64,0.5,50.29,9.07,0,5.67,High Risk
65.49,71.94,7.09,70.73,22.54,0,6.39,Low Risk
74.77,83.14,4.87,88.49,26.47,0,8.22,Low Risk
62.85,72.46,4.32,74.36,19.8,1,6.99,Medium Risk
48.06,43.53,1.99,34.91,8.65,0,4.94,High Risk
67.82,68.56,1.61,68.86,14.55,0,7.38,Medium Risk
66.27,68.71,5.93,64.52,15.98,0,8.09,Medium Risk
80.9,82.37,6.88,87.7,22.23,0,8.43,Low Risk
92.97,87.85,7.22,98.56,27.05,0,7.26,Low Risk
35.0,64.6,3.92,45.5,14.31,1,5.54,High Risk
81.2,92.95,7.2,89.37,24.79,0,9.75,Low Risk
78.74,91.97,7.43,98.4,30.0,0,8.43,Low Risk
82.88,82.14,7.96,87.28,30.0,0,7.95,Low Risk
48.92,68.55,2.21,86.27,23.92,1,6.3,Medium Risk
75.24,96.42,2.73,94.51,26.87,0,8.49,Low Risk
69.34,72.05,2.99,84.02,21.98,0,7.15,Medium Risk
67.68,74.23,6.58,57.7,14.82,1,7.4,Medium Risk
71.08,77.2,3.75,74.73,13.76,0,6.98,Medium Risk
65.42,58.8,5.5,65.71,24.03,1,6.88,Medium Risk
88.39,86.31,10.83,94.27,23.25,0,9.11,Low Risk
79.47,100.0,8.75,93.89,23.05,0,7.79,Low Risk
71.49,74.3,6.83,80.07,19.49,0,6.66,Low Risk
88.0,89.68,8.21,92.68,28.23,0,8.15,Low Risk
58.92,66.66,3.61,73.44,15.06,0,6.56,Medium Risk
83.63,86.08,7.67,92.56,23.22,0,7.42,Low Risk
83.54,90.79,6.4,90.33,21.2,0,8.59,Low Risk
68.79,74.22,5.24,65.82,17.87,0,6.46,Medium Risk
67.77,79.59,3.17,75.87,18.74,0,7.2,Medium Risk
68.9,62.42,4.86,67.29,13.3,1,6.39,High Risk
65.15,71.54,2.15,66.04,20.74,4,6.26,High Risk
63.56,72.67,5.37,55.8,16.45,0,6.3,Medium Risk
67.01,71.66,4.47,56.35,17.95,0,6.99,Medium Risk
43.15,61.58,0.59,42.23,10.1,3,5.53,High Risk
56.03,74.29,6.27,88.33,19.44,1,7.32,Medium Risk
35.38,48.79,5.0,30.91,20.76,2,4.0,High Risk
41.56,56.72,2.22,36.54,9.84,2,5.39,High Risk
63.84,80.5,4.81,70.15,16.04,0,7.05,Medium Risk
84.6,98.5,9.04,100.0,27.79,0,8.7,Low Risk
92.85,93.32,8.66,85.49,30.0,0,8.14,Low Risk
73.85,77.73,4.82,61.33,13.2,0,6.78,Medium Risk
73.21,89.35,7.52,100.0,29.07,0,8.1,Low Risk
57.1,74.43,3.98,68.21,19.55,2,6.71,High Risk
81.24,86.22,8.23,98.18,23.48,0,7.84,Low Risk
52.44,64.24,4.71,65.34,17.39,0,5.43,Medium Risk
93.44,100.0,6.8,76.58,30.0,1,7.71,Medium Risk
79.56,87.54,10.32,78.97,19.4,0,9.44,Low Risk
69.68,60.41,3.8,71.5,22.18,0,7.5,Medium Risk
57.78,67.35,5.41,71.05,15.14,0,5.85,Medium Risk
44.99,60.35,2.39,52.13,11.28,6,4.96,High Risk
94.67,77.77,8.37,89.12,27.63,0,8.32,Low Risk
64.48,74.07,4.34,65.05,17.47,0,6.45,Medium Risk
70.9,93.75,7.68,94.87,26.39,0,8.21,Low Risk
53.18,56.5,2.74,54.35,13.6,3,4.25,High Risk
79.94,84.3,5.0,80.05,26.23,1,8.32,Medium Risk
78.74,95.21,8.78,82.17,28.67,0,8.81,Low Risk
61.89,78.05,1.31,79.03,18.09,1,6.65,Medium Risk
77.9,91.17,8.08,78.19,24.64,0,7.93,Low Risk
78.87,88.32,11.74,80.13,26.06,0,10.0,Low Risk
42.65,61.63,3.21,62.72,10.93,3,5.74,High Risk
82.27,92.53,6.19,99.93,28.16,0,8.64,Low Risk
57.01,66.74,2.11,62.08,18.48,0,6.45,Medium Risk
58.98,75.04,2.52,92.53,17.55,0,7.07,Medium Risk
65.13,80.48,4.99,84.62,18.5,2,6.59,High Risk
77.24,90.0,8.33,91.69,21.22,0,7.78,Low Risk
76.25,86.89,8.33,100.0,26.67,0,8.42,Low Risk
58.12,80.08,3.22,64.02,18.74,2,7.11,High Risk
94.14,84.61,6.44,95.99,28.32,0,7.59,Low Risk
93.65,82.41,8.41,93.54,27.17,0,8.77,Low Risk
99.06,91.3,9.52,100.0,24.47,0,8.03,Low Risk
53.2,56.62,1.17,51.7,9.65,1,5.82,High Risk
52.94,80.99,3.36,73.86,21.31,0,7.15,Medium Risk
87.48,88.29,6.91,96.84,26.92,0,8.02,Low Risk
55.2,69.17,2.86,85.61,20.15,1,7.14,Medium Risk
51.1,55.94,3.82,41.31,17.67,1,5.77,High Risk
74.47,72.33,4.66,71.88,17.6,0,7.96,Medium Risk
67.55,81.31,5.84,75.49,15.04,0,6.78,Medium Risk
47.56,50.16,1.86,46.74,8.82,3,4.12,High Risk
54.73,51.74,3.84,54.15,13.38,1,6.32,High Risk
88.18,97.42,7.35,100.0,28.67,0,8.78,Low Risk
90.71,90.95,6.57,86.98,22.7,0,8.9,Low Risk
66.83,73.74,3.19,78.06,18.82,0,6.65,Medium Risk
80.43,77.4,8.78,93.93,22.26,0,7.99,Low Risk
64.81,73.36,4.97,62.84,23.2,0,6.89,Medium Risk
